date,zone_id,direction,stage_max,confidence,evidence_count,confirmed_iso,trigger_iso,zone_low,zone_high,engine_class,filter_kept,summary
2026-03-19,BTC-USDT-SWAP-SHORT-1773940442000-39,SHORT,confirmed,HIGH,5,2026-03-19T17:17:16+00:00,,69088.288575,69224.15,invalidated_or_expired,,SHORT because absorb score 0.626 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 194 s; OFI score 0.136 (WARNING: buy-side)
2026-03-19,BTC-USDT-SWAP-SHORT-1773938165000-38,SHORT,confirmed,HIGH,6,2026-03-19T16:39:06+00:00,,69251.90672500001,69399.95,invalidated_or_expired,,SHORT because aggressive buying pressure 0.626 (absorbed); absorb score 0.688 (ask absorbed buys); range compression observed; 126 defense cycles seen; zone defended for 181 s; OFI score 0.064 (WARNING: buy-side)
2026-03-19,BTC-USDT-SWAP-LONG-1773943584000-43,LONG,trigger,HIGH,8,2026-03-19T18:12:50+00:00,2026-03-19T19:01:28+00:00,69702.85,69824.55,failed_triggered,True,LONG because aggressive selling pressure 0.693 (absorbed); absorb score 0.763 (bid absorbed sells); range compression observed; 35 defense cycles seen; zone defended for 386 s; OFI score 0.289 (buy-side); trigger flow multiplier 1.61x; break 0.091% above zone
2026-03-19,BTC-USDT-SWAP-LONG-1773944006000-44,LONG,trigger,HIGH,7,2026-03-19T18:23:36+00:00,2026-03-19T19:01:57+00:00,69705.95,69897.55,failed_triggered,False,LONG because absorb score 0.628 (bid absorbed sells); range compression observed; 17 defense cycles seen; zone defended for 610 s; OFI score 0.131 (buy-side); trigger flow multiplier 2.56x; break 0.073% above zone
2026-03-19,BTC-USDT-SWAP-LONG-1773941032000-40,LONG,trigger,HIGH,7,2026-03-19T17:40:08+00:00,2026-03-19T19:05:49+00:00,69459.25,69735.95,failed_triggered,False,LONG because absorb score 0.612 (bid absorbed sells); range compression observed; 59 defense cycles seen; zone defended for 976 s; OFI score 0.169 (buy-side); trigger flow multiplier 1.42x; break 0.441% above zone
2026-03-19,BTC-USDT-SWAP-SHORT-1773943299000-42,SHORT,confirmed,HIGH,5,2026-03-19T18:11:28+00:00,,69691.15,69799.95,invalidated_or_expired,,SHORT because absorb score 0.622 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 589 s; OFI score -0.104 (sell-side)
2026-03-19,BTC-USDT-SWAP-SHORT-1773943061000-41,SHORT,confirmed,MID,4,2026-03-19T18:01:39+00:00,,69752.95,69854.459775,invalidated_or_expired,,SHORT because absorb score 0.622 (ask absorbed buys); range compression observed; 10 defense cycles seen; zone defended for 238 s
2026-03-19,BTC-USDT-SWAP-LONG-1773950934000-47,LONG,trigger,HIGH,8,2026-03-19T20:28:02+00:00,2026-03-19T20:39:47+00:00,70160.05,70439.85,failed_triggered,True,LONG because aggressive selling pressure 0.620 (absorbed); absorb score 0.682 (bid absorbed sells); range compression observed; 136 defense cycles seen; zone defended for 1148 s; OFI score 0.482 (buy-side); trigger flow multiplier 1.40x; break 0.106% above zone
2026-03-19,BTC-USDT-SWAP-LONG-1773954597000-48,LONG,confirmed,HIGH,5,2026-03-19T21:25:12+00:00,,70464.85,70657.260975,invalidated_or_expired,,LONG because absorb score 0.607 (bid absorbed sells); range compression observed; 6 defense cycles seen; zone defended for 915 s; OFI score 0.064 (buy-side)
2026-03-19,BTC-USDT-SWAP-LONG-1773947883000-46,LONG,confirmed,HIGH,5,2026-03-19T19:23:19+00:00,,70348.658075,70533.15,invalidated_or_expired,,LONG because absorb score 0.623 (bid absorbed sells); range compression observed; 18 defense cycles seen; zone defended for 316 s; OFI score 0.192 (buy-side)
2026-03-19,BTC-USDT-SWAP-SHORT-1773960400000-49,SHORT,trigger,HIGH,7,2026-03-19T22:55:51+00:00,2026-03-19T23:37:03+00:00,69941.361825,70139.95,failed_triggered,True,SHORT because absorb score 0.611 (ask absorbed buys); range compression observed; 76 defense cycles seen; zone defended for 551 s; OFI score -0.219 (sell-side); trigger flow multiplier 1.95x; break 0.089% below zone
2026-03-19,BTC-USDT-SWAP-SHORT-1773947762000-45,SHORT,confirmed,HIGH,6,2026-03-19T19:36:11+00:00,,69692.05,70649.95,no_trigger,,SHORT because aggressive buying pressure 0.610 (absorbed); absorb score 0.671 (ask absorbed buys); range compression observed; 46 defense cycles seen; zone defended for 1209 s; OFI score 0.255 (WARNING: buy-side)
2026-03-19,BTC-USDT-SWAP-SHORT-1773964059000-50,SHORT,confirmed,HIGH,6,2026-03-19T23:50:39+00:00,,69772.146475,69940.45,no_trigger,,SHORT because aggressive buying pressure 0.637 (absorbed); absorb score 0.701 (ask absorbed buys); range compression observed; 15 defense cycles seen; zone defended for 180 s; OFI score -0.187 (sell-side)
2026-03-20,BTC-USDT-SWAP-LONG-1773965776000-2,LONG,trigger,HIGH,6,2026-03-20T00:35:09+00:00,2026-03-20T00:39:27+00:00,69903.65,70139.95,failed_triggered,True,LONG because absorb score 0.624 (bid absorbed sells); range compression observed; 22 defense cycles seen; zone defended for 1133 s; trigger flow multiplier 1.44x; break 0.075% above zone
2026-03-20,BTC-USDT-SWAP-LONG-1773967549000-4,LONG,trigger,HIGH,6,2026-03-20T00:51:20+00:00,2026-03-20T01:02:16+00:00,70163.55067499999,70248.35,failed_triggered,False,LONG because absorb score 0.608 (bid absorbed sells); range compression observed; 8 defense cycles seen; zone defended for 331 s; trigger flow multiplier 2.26x; break 0.120% above zone
2026-03-20,BTC-USDT-SWAP-LONG-1773967888000-5,LONG,trigger,HIGH,8,2026-03-20T00:57:41+00:00,2026-03-20T01:02:18+00:00,70133.05,70307.58622499999,failed_triggered,False,LONG because aggressive selling pressure 0.607 (absorbed); absorb score 0.668 (bid absorbed sells); range compression observed; 41 defense cycles seen; zone defended for 373 s; OFI score 0.196 (buy-side); trigger flow multiplier 2.16x; break 0.067% above zone
2026-03-20,BTC-USDT-SWAP-SHORT-1773964831000-1,SHORT,confirmed,HIGH,6,2026-03-20T00:21:21+00:00,,69800.05,70139.95,invalidated_or_expired,,SHORT because aggressive buying pressure 0.788 (absorbed); absorb score 0.867 (ask absorbed buys); range compression observed; 53 defense cycles seen; zone defended for 1250 s; OFI score -0.106 (sell-side)
2026-03-20,BTC-USDT-SWAP-LONG-1773970205000-7,LONG,trigger,HIGH,6,2026-03-20T01:38:44+00:00,2026-03-20T01:39:42+00:00,70325.869475,70476.05,failed_triggered,False,LONG because absorb score 0.606 (bid absorbed sells); range compression observed; 18 defense cycles seen; zone defended for 519 s; trigger flow multiplier 1.99x; break 0.051% above zone
2026-03-20,BTC-USDT-SWAP-LONG-1773970724000-8,LONG,confirmed,MID,4,2026-03-20T01:47:00+00:00,,70434.41517499999,70553.95,invalidated_or_expired,,LONG because absorb score 0.607 (bid absorbed sells); range compression observed; 5 defense cycles seen; zone defended for 496 s
2026-03-20,BTC-USDT-SWAP-SHORT-1773968838000-6,SHORT,trigger,HIGH,8,2026-03-20T01:11:05+00:00,2026-03-20T02:34:32+00:00,70303.05,70392.45,failed_triggered,False,SHORT because aggressive buying pressure 0.619 (absorbed); absorb score 0.681 (ask absorbed buys); range compression observed; 7 defense cycles seen; zone defended for 227 s; OFI score 0.073 (WARNING: buy-side); trigger flow multiplier 1.40x; break 0.352% below zone
2026-03-20,BTC-USDT-SWAP-SHORT-1773966081000-3,SHORT,confirmed,HIGH,6,2026-03-20T00:44:27+00:00,,69903.65,70227.45,invalidated_or_expired,,SHORT because aggressive buying pressure 0.614 (absorbed); absorb score 0.675 (ask absorbed buys); range compression observed; 25 defense cycles seen; zone defended for 1386 s; OFI score -0.193 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1773973332000-9,SHORT,confirmed,HIGH,5,2026-03-20T02:39:12+00:00,,70044.65,70285.175025,invalidated_or_expired,,SHORT because absorb score 0.616 (ask absorbed buys); range compression observed; 34 defense cycles seen; zone defended for 1020 s; OFI score -0.271 (sell-side)
2026-03-20,BTC-USDT-SWAP-LONG-1773978036000-13,LONG,trigger,HIGH,6,2026-03-20T03:43:36+00:00,2026-03-20T03:50:39+00:00,70538.45,70634.65,failed_triggered,True,LONG because absorb score 0.642 (bid absorbed sells); range compression observed; 45 defense cycles seen; zone defended for 180 s; trigger flow multiplier 1.42x; break 0.099% above zone
2026-03-20,BTC-USDT-SWAP-LONG-1773978485000-14,LONG,trigger,HIGH,7,2026-03-20T04:00:04+00:00,2026-03-20T04:07:15+00:00,70580.95,70747.45,failed_triggered,False,LONG because absorb score 0.606 (bid absorbed sells); range compression observed; 86 defense cycles seen; zone defended for 719 s; OFI score 0.275 (buy-side); trigger flow multiplier 1.79x; break 0.117% above zone
2026-03-20,BTC-USDT-SWAP-SHORT-1773976730000-10,SHORT,confirmed,HIGH,5,2026-03-20T03:27:53+00:00,,70389.83747500001,70532.45,invalidated_or_expired,,SHORT because absorb score 0.631 (ask absorbed buys); range compression observed; 15 defense cycles seen; zone defended for 543 s; OFI score -0.461 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1773980106000-16,SHORT,trigger,HIGH,7,2026-03-20T04:31:02+00:00,2026-03-20T04:34:13+00:00,70780.05,70896.280425,failed_triggered,True,SHORT because absorb score 0.623 (ask absorbed buys); range compression observed; 30 defense cycles seen; zone defended for 956 s; OFI score -0.449 (sell-side); trigger flow multiplier 1.40x; break 0.286% below zone
2026-03-20,BTC-USDT-SWAP-LONG-1773980008000-15,LONG,confirmed,HIGH,5,2026-03-20T04:20:12+00:00,,70780.05,70920.95,invalidated_or_expired,,LONG because absorb score 0.605 (bid absorbed sells); range compression observed; 40 defense cycles seen; zone defended for 404 s; OFI score -0.444 (WARNING: sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1773977273000-11,SHORT,trigger,HIGH,7,2026-03-20T03:35:03+00:00,2026-03-20T06:20:06+00:00,70444.31022500001,70772.65,failed_triggered,False,SHORT because absorb score 0.621 (ask absorbed buys); range compression observed; 42 defense cycles seen; zone defended for 430 s; OFI score -0.191 (sell-side); trigger flow multiplier 1.61x; break 0.060% below zone
2026-03-20,BTC-USDT-SWAP-LONG-1773988237000-17,LONG,trigger,HIGH,8,2026-03-20T06:37:54+00:00,2026-03-20T07:34:00+00:00,70380.15,70535.199975,failed_triggered,True,LONG because aggressive selling pressure 0.682 (absorbed); absorb score 0.750 (bid absorbed sells); range compression observed; 32 defense cycles seen; zone defended for 437 s; OFI score 0.228 (buy-side); trigger flow multiplier 1.54x; break 0.126% above zone
2026-03-20,BTC-USDT-SWAP-SHORT-1773990723000-18,SHORT,confirmed,HIGH,6,2026-03-20T07:15:26+00:00,,70210.05,70307.25,invalidated_or_expired,,SHORT because aggressive buying pressure 0.672 (absorbed); absorb score 0.661 (ask absorbed buys); range compression observed; 100 defense cycles seen; zone defended for 203 s; OFI score -0.100 (sell-side)
2026-03-20,BTC-USDT-SWAP-LONG-1773993061000-19,LONG,trigger,HIGH,7,2026-03-20T07:54:01+00:00,2026-03-20T08:09:24+00:00,70800.15,70882.373475,failed_triggered,False,LONG because absorb score 0.648 (bid absorbed sells); range compression observed; 89 defense cycles seen; zone defended for 180 s; OFI score 0.162 (buy-side); trigger flow multiplier 1.48x; break 0.268% above zone
2026-03-20,BTC-USDT-SWAP-SHORT-1773977703000-12,SHORT,confirmed,HIGH,6,2026-03-20T03:55:39+00:00,,70529.25,70731.95,invalidated_or_expired,,SHORT because aggressive buying pressure 0.650 (absorbed); absorb score 0.715 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 1236 s; OFI score -0.184 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1773995341000-21,SHORT,trigger,HIGH,6,2026-03-20T09:09:15+00:00,2026-03-20T09:16:35+00:00,70850.05,71275.46992500001,failed_triggered,True,SHORT because absorb score 0.631 (ask absorbed buys); range compression observed; 13 defense cycles seen; zone defended for 2414 s; trigger flow multiplier 1.42x; break 0.182% below zone
2026-03-20,BTC-USDT-SWAP-LONG-1773994722000-20,LONG,confirmed,HIGH,6,2026-03-20T08:35:01+00:00,,71064.45,71263.25,invalidated_or_expired,,LONG because aggressive selling pressure 0.636 (absorbed); absorb score 0.623 (bid absorbed sells); range compression observed; 39 defense cycles seen; zone defended for 979 s; OFI score 0.070 (buy-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774008086000-23,SHORT,trigger,HIGH,8,2026-03-20T12:12:14+00:00,2026-03-20T12:31:56+00:00,70378.15,70651.95,failed_triggered,True,SHORT because aggressive buying pressure 0.686 (absorbed); absorb score 0.693 (ask absorbed buys); range compression observed; 125 defense cycles seen; zone defended for 648 s; OFI score -0.199 (sell-side); trigger flow multiplier 1.50x; break 0.051% below zone
2026-03-20,BTC-USDT-SWAP-SHORT-1774010892000-24,SHORT,trigger,HIGH,7,2026-03-20T12:51:19+00:00,2026-03-20T13:31:36+00:00,70223.45,70316.75,failed_triggered,False,SHORT because absorb score 0.611 (ask absorbed buys); range compression observed; 6 defense cycles seen; zone defended for 187 s; OFI score -0.227 (sell-side); trigger flow multiplier 3.06x; break 0.084% below zone
2026-03-20,BTC-USDT-SWAP-LONG-1773997017000-22,LONG,confirmed,HIGH,5,2026-03-20T09:30:53+00:00,,70386.65,71077.470975,invalidated_or_expired,,LONG because absorb score 0.645 (bid absorbed sells); range compression observed; 19 defense cycles seen; zone defended for 2036 s; OFI score 0.059 (buy-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774014989000-25,SHORT,trigger,HIGH,7,2026-03-20T14:10:15+00:00,2026-03-20T14:19:15+00:00,69646.65,69992.45,failed_triggered,False,SHORT because absorb score 0.609 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 826 s; OFI score -0.165 (sell-side); trigger flow multiplier 1.96x; break 0.058% below zone
2026-03-20,BTC-USDT-SWAP-SHORT-1774019927000-27,SHORT,confirmed,HIGH,5,2026-03-20T15:21:47+00:00,,69560.05,69661.363275,invalidated_or_expired,,SHORT because absorb score 0.638 (ask absorbed buys); range compression observed; 162 defense cycles seen; zone defended for 180 s; OFI score -0.202 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774019946000-28,SHORT,confirmed,HIGH,5,2026-03-20T15:22:06+00:00,,69535.264975,69652.15,invalidated_or_expired,,SHORT because absorb score 0.608 (ask absorbed buys); range compression observed; 162 defense cycles seen; zone defended for 180 s; OFI score -0.348 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774031763000-30,SHORT,confirmed,HIGH,5,2026-03-20T18:39:03+00:00,,69490.55,69638.35,invalidated_or_expired,,SHORT because absorb score 0.629 (ask absorbed buys); range compression observed; 168 defense cycles seen; zone defended for 180 s; OFI score -0.085 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774031844000-31,SHORT,confirmed,HIGH,6,2026-03-20T18:45:41+00:00,,69480.392425,69761.25,invalidated_or_expired,,SHORT because aggressive buying pressure 0.629 (absorbed); absorb score 0.692 (ask absorbed buys); range compression observed; 151 defense cycles seen; zone defended for 497 s; OFI score -0.146 (sell-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774040190000-34,SHORT,confirmed,HIGH,5,2026-03-20T21:01:22+00:00,,69977.343825,70049.95,invalidated_or_expired,,SHORT because aggressive buying pressure 0.668 (absorbed); absorb score 0.735 (ask absorbed buys); range compression observed; 3 defense cycles seen; zone defended for 292 s
2026-03-20,BTC-USDT-SWAP-SHORT-1774036783000-32,SHORT,confirmed,HIGH,6,2026-03-20T20:02:43+00:00,,70042.95,70172.318625,invalidated_or_expired,,SHORT because aggressive buying pressure 0.642 (absorbed); absorb score 0.706 (ask absorbed buys); range compression observed; 144 defense cycles seen; zone defended for 180 s; OFI score 0.215 (WARNING: buy-side)
2026-03-20,BTC-USDT-SWAP-SHORT-1774036822000-33,SHORT,confirmed,HIGH,5,2026-03-20T20:04:34+00:00,,70042.95,70164.55,invalidated_or_expired,,SHORT because absorb score 0.642 (ask absorbed buys); range compression observed; 163 defense cycles seen; zone defended for 252 s; OFI score -0.240 (sell-side)
2026-03-20,BTC-USDT-SWAP-LONG-1774028344000-29,LONG,trigger,HIGH,6,2026-03-20T17:47:20+00:00,2026-03-20T21:19:19+00:00,69494.285475,69634.95,failed_triggered,False,LONG because absorb score 0.651 (bid absorbed sells); range compression observed; 79 defense cycles seen; zone defended for 496 s; trigger flow multiplier 1.40x; break 1.259% above zone
2026-03-20,BTC-USDT-SWAP-LONG-1774015493000-26,LONG,confirmed,HIGH,6,2026-03-20T14:23:35+00:00,,69364.05,70887.95,no_trigger,,LONG because aggressive selling pressure 0.603 (absorbed); absorb score 0.664 (bid absorbed sells); range compression observed; 43 defense cycles seen; zone defended for 1122 s; OFI score -0.283 (WARNING: sell-side)
2026-03-21,BTC-USDT-SWAP-LONG-1774051508000-1,LONG,trigger,HIGH,7,2026-03-21T00:08:08+00:00,2026-03-21T00:16:21+00:00,70511.05,70583.023875,failed_triggered,True,LONG because absorb score 0.620 (bid absorbed sells); range compression observed; 73 defense cycles seen; zone defended for 180 s; OFI score 0.212 (buy-side); trigger flow multiplier 2.57x; break 0.057% above zone
2026-03-21,BTC-USDT-SWAP-LONG-1774053309000-3,LONG,trigger,HIGH,7,2026-03-21T00:49:49+00:00,2026-03-21T00:56:19+00:00,70532.75,70654.95,failed_triggered,False,LONG because absorb score 0.607 (bid absorbed sells); range compression observed; 49 defense cycles seen; zone defended for 880 s; OFI score -0.084 (WARNING: sell-side); trigger flow multiplier 1.53x; break 0.058% above zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774053604000-4,SHORT,trigger,HIGH,7,2026-03-21T00:59:58+00:00,2026-03-21T01:44:59+00:00,70532.75,70696.15,primary_unique_reached_move,True,SHORT because absorb score 0.611 (ask absorbed buys); range compression observed; 16 defense cycles seen; zone defended for 1194 s; OFI score -0.121 (sell-side); trigger flow multiplier 3.02x; break 0.056% below zone
2026-03-21,BTC-USDT-SWAP-LONG-1774058261000-6,LONG,trigger,HIGH,7,2026-03-21T02:00:43+00:00,2026-03-21T02:52:05+00:00,70432.45,70514.689725,failed_triggered,True,LONG because absorb score 0.601 (bid absorbed sells); range compression observed; 67 defense cycles seen; zone defended for 182 s; OFI score -0.246 (WARNING: sell-side); trigger flow multiplier 1.41x; break 0.275% above zone
2026-03-21,BTC-USDT-SWAP-LONG-1774061201000-7,LONG,trigger,HIGH,7,2026-03-21T02:56:50+00:00,2026-03-21T05:32:08+00:00,70640.711975,70749.95,failed_triggered,False,LONG because aggressive selling pressure 0.610 (absorbed); absorb score 0.671 (bid absorbed sells); range compression observed; 8 defense cycles seen; zone defended for 609 s; trigger flow multiplier 1.89x; break 0.053% above zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774071458000-8,SHORT,trigger,HIGH,8,2026-03-21T05:47:50+00:00,2026-03-21T08:19:41+00:00,70679.25,70784.324475,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.662 (absorbed); absorb score 0.728 (ask absorbed buys); range compression observed; 8 defense cycles seen; zone defended for 612 s; OFI score 0.269 (WARNING: buy-side); trigger flow multiplier 1.40x; break 0.164% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774078231000-9,SHORT,trigger,HIGH,8,2026-03-21T07:42:37+00:00,2026-03-21T08:21:16+00:00,70728.25,70862.463525,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.703 (absorbed); absorb score 0.668 (ask absorbed buys); range compression observed; 41 defense cycles seen; zone defended for 726 s; OFI score -0.392 (sell-side); trigger flow multiplier 1.41x; break 0.249% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774052542000-2,SHORT,trigger,HIGH,8,2026-03-21T00:25:22+00:00,2026-03-21T08:23:12+00:00,70650.05,70723.293975,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.630 (absorbed); absorb score 0.693 (ask absorbed buys); range compression observed; 68 defense cycles seen; zone defended for 180 s; OFI score -0.252 (sell-side); trigger flow multiplier 1.59x; break 0.196% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774057799000-5,SHORT,confirmed,HIGH,6,2026-03-21T01:54:13+00:00,,70445.60957500001,70516.090425,invalidated_or_expired,,SHORT because aggressive buying pressure 0.717 (absorbed); absorb score 0.788 (ask absorbed buys); range compression observed; 35 defense cycles seen; zone defended for 254 s; OFI score -0.217 (sell-side)
2026-03-21,BTC-USDT-SWAP-LONG-1774102920000-12,LONG,confirmed,HIGH,5,2026-03-21T14:30:05+00:00,,70887.888325,70958.811675,invalidated_or_expired,,LONG because absorb score 0.657 (bid absorbed sells); range compression observed; 126 defense cycles seen; zone defended for 485 s; OFI score -0.051 (WARNING: sell-side)
2026-03-21,BTC-USDT-SWAP-LONG-1774102049000-10,LONG,confirmed,HIGH,5,2026-03-21T14:22:00+00:00,,70734.565025,71066.75,invalidated_or_expired,,LONG because absorb score 0.613 (bid absorbed sells); range compression observed; 7 defense cycles seen; zone defended for 871 s; OFI score 0.101 (buy-side)
2026-03-21,BTC-USDT-SWAP-SHORT-1774110303000-13,SHORT,trigger,HIGH,7,2026-03-21T16:28:03+00:00,2026-03-21T16:28:51+00:00,70450.507125,70520.992875,duplicate_reached_move,True,SHORT because absorb score 0.643 (ask absorbed buys); range compression observed; 58 defense cycles seen; zone defended for 180 s; OFI score -0.138 (sell-side); trigger flow multiplier 6.67x; break 0.178% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774110996000-14,SHORT,trigger,HIGH,6,2026-03-21T16:39:36+00:00,2026-03-21T16:41:32+00:00,70391.836475,70462.263525,duplicate_reached_move,False,SHORT because absorb score 0.651 (ask absorbed buys); range compression observed; 17 defense cycles seen; zone defended for 180 s; trigger flow multiplier 1.40x; break 0.103% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774111884000-15,SHORT,trigger,HIGH,8,2026-03-21T16:54:24+00:00,2026-03-21T16:56:14+00:00,70333.35,70409.23702500001,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.672 (absorbed); absorb score 0.739 (ask absorbed buys); range compression observed; 145 defense cycles seen; zone defended for 180 s; OFI score 0.186 (WARNING: buy-side); trigger flow multiplier 2.73x; break 0.062% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774112836000-17,SHORT,trigger,HIGH,8,2026-03-21T17:15:26+00:00,2026-03-21T23:12:02+00:00,70170.45,70319.29207499999,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.702 (absorbed); absorb score 0.764 (ask absorbed buys); range compression observed; 113 defense cycles seen; zone defended for 490 s; OFI score -0.267 (sell-side); trigger flow multiplier 2.51x; break 0.064% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774112945000-18,SHORT,trigger,HIGH,7,2026-03-21T17:15:26+00:00,2026-03-21T23:12:02+00:00,70170.45,70263.364125,duplicate_reached_move,False,SHORT because absorb score 0.609 (ask absorbed buys); range compression observed; 7 defense cycles seen; zone defended for 381 s; OFI score -0.144 (sell-side); trigger flow multiplier 2.03x; break 0.064% below zone
2026-03-21,BTC-USDT-SWAP-SHORT-1774135368000-21,SHORT,trigger,HIGH,8,2026-03-21T23:25:48+00:00,2026-03-21T23:45:24+00:00,70101.25,70176.220575,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.643 (absorbed); absorb score 0.708 (ask absorbed buys); range compression observed; 182 defense cycles seen; zone defended for 180 s; OFI score -0.271 (sell-side); trigger flow multiplier 1.45x; break 0.052% below zone
2026-03-21,BTC-USDT-SWAP-LONG-1774117994000-19,LONG,confirmed,HIGH,5,2026-03-21T18:56:25+00:00,,70341.05,70492.95,invalidated_or_expired,,LONG because aggressive selling pressure 0.676 (absorbed); absorb score 0.744 (bid absorbed sells); range compression observed; 18 defense cycles seen; zone defended for 1391 s
2026-03-21,BTC-USDT-SWAP-LONG-1774112479000-16,LONG,confirmed,HIGH,6,2026-03-21T17:13:51+00:00,,70170.45,70343.95,invalidated_or_expired,,LONG because aggressive selling pressure 0.656 (absorbed); absorb score 0.722 (bid absorbed sells); range compression observed; 8 defense cycles seen; zone defended for 752 s; OFI score -0.072 (WARNING: sell-side)
2026-03-21,BTC-USDT-SWAP-LONG-1774135026000-20,LONG,confirmed,HIGH,6,2026-03-21T23:20:07+00:00,,70079.892525,70185.45,invalidated_or_expired,,LONG because aggressive selling pressure 0.639 (absorbed); absorb score 0.625 (bid absorbed sells); range compression observed; 96 defense cycles seen; zone defended for 181 s; OFI score 0.155 (buy-side)
2026-03-21,BTC-USDT-SWAP-SHORT-1774102622000-11,SHORT,trigger,HIGH,7,2026-03-21T14:32:57+00:00,2026-03-21T23:47:58+00:00,70876.693925,70979.95,failed_triggered,False,SHORT because absorb score 0.647 (ask absorbed buys); range compression observed; 40 defense cycles seen; zone defended for 955 s; OFI score -0.309 (sell-side); trigger flow multiplier 1.40x; break 1.546% below zone
2026-03-22,BTC-USDT-SWAP-SHORT-1774139842000-3,SHORT,trigger,HIGH,7,2026-03-22T00:49:42+00:00,2026-03-22T00:53:06+00:00,68912.55,69099.95,primary_unique_reached_move,True,SHORT because absorb score 0.649 (ask absorbed buys); range compression observed; 9 defense cycles seen; zone defended for 740 s; OFI score 0.056 (WARNING: buy-side); trigger flow multiplier 1.41x; break 0.240% below zone
2026-03-22,BTC-USDT-SWAP-SHORT-1774139822000-2,SHORT,trigger,HIGH,7,2026-03-22T00:49:42+00:00,2026-03-22T00:53:40+00:00,68912.55,69099.95,duplicate_reached_move,False,SHORT because absorb score 0.646 (ask absorbed buys); range compression observed; 19 defense cycles seen; zone defended for 760 s; OFI score -0.165 (sell-side); trigger flow multiplier 1.40x; break 0.184% below zone
2026-03-22,BTC-USDT-SWAP-SHORT-1774142237000-5,SHORT,trigger,HIGH,8,2026-03-22T01:32:41+00:00,2026-03-22T01:37:40+00:00,68830.617475,69049.95,duplicate_reached_move,False,SHORT because aggressive buying pressure 0.627 (absorbed); absorb score 0.690 (ask absorbed buys); range compression observed; 24 defense cycles seen; zone defended for 924 s; OFI score -0.312 (sell-side); trigger flow multiplier 4.02x; break 0.092% below zone
2026-03-22,BTC-USDT-SWAP-SHORT-1774140972000-4,SHORT,trigger,HIGH,6,2026-03-22T01:17:17+00:00,2026-03-22T01:37:54+00:00,68765.550025,69054.95,duplicate_reached_move,False,SHORT because absorb score 0.605 (ask absorbed buys); range compression observed; 15 defense cycles seen; zone defended for 1265 s; trigger flow multiplier 1.62x; break 0.058% below zone
2026-03-22,BTC-USDT-SWAP-LONG-1774139310000-1,LONG,trigger,HIGH,7,2026-03-22T00:41:19+00:00,2026-03-22T02:29:03+00:00,68765.550025,69103.15,failed_triggered,False,LONG because absorb score 0.606 (bid absorbed sells); range compression observed; 7 defense cycles seen; zone defended for 769 s; OFI score 0.205 (buy-side); trigger flow multiplier 1.40x; break 0.366% above zone
2026-03-22,BTC-USDT-SWAP-LONG-1774147456000-7,LONG,trigger,HIGH,7,2026-03-22T02:47:17+00:00,2026-03-22T03:27:57+00:00,69163.95,69248.857125,failed_triggered,False,LONG because absorb score 0.618 (bid absorbed sells); range compression observed; 112 defense cycles seen; zone defended for 181 s; OFI score 0.095 (buy-side); trigger flow multiplier 1.49x; break 0.240% above zone
2026-03-22,BTC-USDT-SWAP-SHORT-1774149904000-8,SHORT,trigger,HIGH,8,2026-03-22T03:39:26+00:00,2026-03-22T04:22:04+00:00,69251.75,69547.65,duplicate_reached_move,True,SHORT because aggressive buying pressure 0.660 (absorbed); absorb score 0.726 (ask absorbed buys); range compression observed; 53 defense cycles seen; zone defended for 862 s; OFI score -0.067 (sell-side); trigger flow multiplier 2.47x; break 0.052% below zone
